Codigo,Producto,Cod Barra,Rubro,Sub Rubro,Proveedor,Marca,Moneda,Costo,Porc. Utilidad,Bulto,Caja / Rollo,Unidad / metro / cajita,,
294000512,CIERRE COMUN 14,906413,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,165.00,"120,00",,,,,Único
294000513,CIERRE COMUN 16,906414,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,172.00,"120,00",,,,,Único
294000514,CIERRE COMUN 18,906415,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,185.00,"120,00",,,,,Único
294000515,CIERRE COMUN 20,906416,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,193.00,"120,00",,,,,Único
294000516,CIERRE COMUN 25,906417,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,218.00,"120,00",,,,,Único
294000517,CIERRE COMUN 30,906418,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,257.00,"120,00",,,,,Único
294000518,CIERRE COMUN 35,906419,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,275.00,"120,00",,,,,Único
294000519,CIERRE COMUN 40,906420,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,298.00,"120,00",,,,,Único
294000520,CIERRE COMUN 45,906421,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,318.00,"120,00",,,,,Único
294000521,CIERRE COMUN 50,906422,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,340.00,"120,00",,,,,Único
294000522,CIERRE COMUN 55,906423,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,358.00,"120,00",,,,,Único
294000523,CIERRE COMUN 60,906424,MERCERIA,CIERRE FIJO COMUN,MERCECOR,,PESOS,380.00,"120,00",,,,,Único
294000524,CIERRE COMUN REF. METAL 10,906425,MERCERIA,CIERRE FIJO REF. METAL,MERCECOR,,PESOS,457.00,"120,00",,,,,Único
294000525,CIERRE COMUN REF. METAL 12,906426,MERCERIA,CIERRE FIJO REF. METAL,MERCECOR,,PESOS,457.00,"120,00",,,,,Único
294000526,CIERRE COMUN REF. METAL 14,906427,MERCERIA,CIERRE FIJO REF. METAL,MERCECOR,,PESOS,495.00,"120,00",,,,,Único
294000527,CIERRE COMUN REF. METAL 16,906428,MERCERIA,CIERRE FIJO REF. METAL,MERCECOR,,PESOS,536.00,"120,00",,,,,Único
294000528,CIERRE COMUN REF. METAL 18,906429,MERCERIA,CIERRE FIJO REF. METAL,MERCECOR,,PESOS,571.00,"120,00",,,,,Único
294000529,CIERRE COMUN REF. METAL 20,906430,MERCERIA,CIERRE FIJO REF. METAL,MERCECOR,,PESOS,571.00,"120,00",,,,,Único
294000530,CIERRE COMUN REF. PLASTICO 10,906431,MERCERIA,CIERRE FIJO REF. PLASTICO,MILAN,,PESOS,257.10,"120,00",,,,,Único
294000531,CIERRE COMUN REF. PLASTICO 12,906432,MERCERIA,CIERRE FIJO REF. PLASTICO,MILAN,,PESOS,265.00,"120,00",,,,,Único
294000532,CIERRE COMUN REF. PLASTICO 14,906433,MERCERIA,CIERRE FIJO REF. PLASTICO,MILAN,,PESOS,273.00,"120,00",,,,,Único
294000533,CIERRE COMUN REF. PLASTICO 16,906434,MERCERIA,CIERRE FIJO REF. PLASTICO,MILAN,,PESOS,281.59,"120,00",,,,,Único
294000534,CIERRE COMUN REF. PLASTICO 18,906435,MERCERIA,CIERRE FIJO REF. PLASTICO,MILAN,,PESOS,296.28,"120,00",,,,,Único
294000535,CIERRE COMUN REF. PLASTICO 20,906436,MERCERIA,CIERRE FIJO REF. PLASTICO,MILAN,,PESOS,304.85,"120,00",,,,,Único
294000536,CIERRE DESM. DP 30,906437,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,483.60,"120,00",,,,,Único
294000537,CIERRE DESM. DP 35,906438,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,508.08,"120,00",,,,,Único
294000538,CIERRE DESM. DP 40,906439,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,532.57,"120,00",,,,,Único
294000539,CIERRE DESM. DP 45,906440,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,569.30,"120,00",,,,,Único
294000540,CIERRE DESM. DP 50,906441,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,575.42,"120,00",,,,,Único
294000541,CIERRE DESM. DP 55,906442,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,606.03,"120,00",,,,,Único
294000542,CIERRE DESM. DP 60,906443,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,624.39,"120,00",,,,,Único
294000543,CIERRE DESM. DP 65,906444,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,648.88,"120,00",,,,,Único
294000544,CIERRE DESM. DP 70,906445,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,673.37,"120,00",,,,,Único
294000545,CIERRE DESM. DP 75,906446,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,685.61,"120,00",,,,,Único
294000546,CIERRE DESM. DP 80,906447,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,710.09,"120,00",,,,,Único
294000547,CIERRE DESM. DP 85,906448,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,740.70,"120,00",,,,,Único
294000548,CIERRE DESM. DP 90,906449,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,783.55,"120,00",,,,,Único
294000549,CIERRE REFORZADO DESM. NYLON 25,906450,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,385.66,"120,00",,,,,Único
294000550,CIERRE REFORZADO DESM. NYLON 30,906451,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,404.02,"120,00",,,,,Único
294000551,CIERRE REFORZADO DESM. NYLON 35,906452,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,428.50,"120,00",,,,,Único
294000552,CIERRE REFORZADO DESM. NYLON 40,906453,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,452.99,"120,00",,,,,Único
294000553,CIERRE REFORZADO DESM. NYLON 45,906454,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,452.99,"120,00",,,,,Único
294000554,CIERRE REFORZADO DESM. NYLON 50,906455,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,471.36,"120,00",,,,,Único
294000555,CIERRE REFORZADO DESM. NYLON 55,906456,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,489.72,"120,00",,,,,Único
294000556,CIERRE REFORZADO DESM. NYLON 60,906457,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,500.74,"120,00",,,,,Único
294000557,CIERRE REFORZADO DESM. NYLON 65,906458,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,514.20,"120,00",,,,,Único
294000558,CIERRE REFORZADO DESM. NYLON 70,906459,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,528.90,"120,00",,,,,Único
294000559,CIERRE REFORZADO DESM. NYLON 75,906460,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,550.94,"120,00",,,,,Único
294000560,CIERRE REFORZADO DESM. NYLON 80,906461,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,557.06,"120,00",,,,,Único
294000561,CIERRE REFORZADO DESM. NYLON 85,906462,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,563.18,"120,00",,,,,Único
294000562,CIERRE REFORZADO DESM. NYLON 90,906463,MERCERIA,CIERRE DESMONTABLE,MLAN,,PESOS,575.42,"120,00",,,,,Único
294000563,CIERRE REFORZADO DESM. NYLON 95,906464,MERCERIA,CIERRE DESMONTABLE,MILAN,,PESOS,581.54,"120,00",,,,,Único
294000564,CIERRE EMPAV. 14 YKK,906465,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,615.00,"120,00",,,,,Único
294000565,CIERRE EMPAV. 16 YKK,906466,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"1,260.00","120,00",,,,,Único
294000566,CIERRE EMPAV. 18 YKK,906467,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"1,280.00","120,00",,,,,Único
294000567,CIERRE EMPAV. 40 YKK,906468,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"3,530.00","120,00",,,,,Único
294000568,CIERRE EMPAV. 45 YKK,906469,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"3,530.00","120,00",,,,,Único
294000569,CIERRE EMPAV. 50 YKK,906470,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"3,530.00","120,00",,,,,Único
294000570,CIERRE EMPAV. 55 YKK,906471,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"3,700.00","120,00",,,,,Único
294000571,CIERRE EMPAV. 60 YKK,906472,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"3,900.00","120,00",,,,,Único
294000572,CIERRE EMPAV. 65 YKK,906473,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"4,150.00","120,00",,,,,Único
294000573,CIERRE EMPAV. 70 YKK,906474,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"4,400.00","120,00",,,,,Único
294000574,CIERRE EMPAV. 75 YKK,906475,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"4,650.00","120,00",,,,,Único
294000575,CIERRE EMPAV. 80 YKK,906476,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"4,922.00","120,00",,,,,Único
2940005751,CIERRE EMPAV. 85 YKK,906477,MERCERIA,CIERRE METAL,MERCECOR,,PESOS,"5,150.00","120,00",,,,,Único
294000576,CIERRE INVISIBLE 16,906478,MERCERIA,CIERRE INVISIBLE,,,PESOS,613.00,"120,00",,,,,Único
294000577,CIERRE INVISIBLE 18,906479,MERCERIA,CIERRE INVISIBLE,,,PESOS,748.00,"120,00",,,,,Único
294000578,CIERRE INVISIBLE 20 / 25,906480,MERCERIA,CIERRE INVISIBLE,,,PESOS,840.00,"120,00",,,,,Único
294000579,CIERRE INVISIBLE 30,906481,MERCERIA,CIERRE INVISIBLE,,,PESOS,903.00,"120,00",,,,,Único
294000580,CIERRE INVISIBLE 40,906482,MERCERIA,CIERRE INVISIBLE,,,PESOS,"1,035.00","120,00",,,,,Único
294000581,CIERRE INVISIBLE 50,906483,MERCERIA,CIERRE INVISIBLE,,,PESOS,"1,170.00","120,00",,,,,Único
294000582,CIERRE INVISIBLE 60,906484,MERCERIA,CIERRE INVISIBLE,,,PESOS,"1,305.00","120,00",,,,,Único
294000583,CIERRE NYLON X METRO 10MM,906485,MERCERIA,CIERRE,MERCECOR,,PESOS,884.00,"120,00",,,,,Único
294000584,CIERRE NYLON X METRO 4MM,906486,MERCERIA,CIERRE,MERCECOR,,PESOS,258.00,"120,00",,,,,Único
294000585,CIERRE NYLON X METRO 6MM,906487,MERCERIA,CIERRE,MERCECOR,,PESOS,258.00,"120,00",,,,,Único
ME1233,CIERRE SEPARABLE WATERPROOF IMPERMEABLE 60CM,909136,MERCERIA,CIERRE,,,PESOS,870.00,"120,00",,,,,Único
ME1234,CIERRE SEPARABLE WATERPROOF IMPERMEABLE 65CM,909137,MERCERIA,CIERRE,,,PESOS,917.00,"120,00",,,,,Único
ME1235,CIERRE SEPARABLE WATERPROOF IMPERMEABLE 70CM,909138,MERCERIA,CIERRE,,,PESOS,965.00,"120,00",,,,,Único
ME1236,CIERRE SEPARABLE WATERPROOF IMPERMEABLE 75CM,909140,MERCERIA,CIERRE,,,PESOS,"1,018.00","120,00",,,,,Único
ME1237,CIERRE SEPARABLE WATERPROOF IMPERMEABLE 80CM,909141,MERCERIA,CIERRE,,,PESOS,"1,067.00","120,00",,,,,Único
294000586,CIERRE X METRO 6MM ALUMINIO,906488,MERCERIA,CIERRE,,,PESOS,"1,100.00","120,00",,,,,Único
ME54687,CIERRE YKK METAL 25,909255,MERCERIA,CIERRE,,,PESOS,2.20,"120,00",,,,,Único
294000587,CIERRE YKK METAL 60,906489,MERCERIA,CIERRE METAL,MILAN,,PESOS,"1,686.00","120,00",,,,,Único
294000588,CIERRE YKK METAL 65,906490,MERCERIA,CIERRE METAL,MILAN,,PESOS,"1,756.00","120,00",,,,,Único
294000589,CIERRE YKK METAL 70,906491,MERCERIA,CIERRE METAL,MILAN,,PESOS,"1,825.00","120,00",,,,,Único
294000590,CIERRE YKK METAL 75,906492,MERCERIA,CIERRE METAL,MILAN,,PESOS,"1,898.00","120,00",,,,,Único
294000591,CIERRE YKK METAL 80,906493,MERCERIA,CIERRE METAL,MILAN,,PESOS,"2,002.00","120,00",,,,,Único
294000592,CINTA ACUARIO 8MM X10MT,906494,MERCERIA,CINTA,,,PESOS,"1,153.78","120,00",,,,,Único
294000593,CINTA ACUARIO 8MM XMT,906495,MERCERIA,CINTA,,,PESOS,115.37,"120,00",,,,,Único
294000594,CINTA AMALIA MULTICOLOR 15MM X10MT,906496,MERCERIA,CINTA,MILAN,AMALIA,PESOS,"4,490.00","120,00",9878,,,,Único
294000595,CINTA AMALIA MULTICOLOR 15MM XMT,906497,MERCERIA,CINTA,MILAN,AMALIA,PESOS,460.00,"120,00",,,,,Único
294000596,CINTA AMALIA MULTICOLOR 6MM X10MT,906498,MERCERIA,CINTA,MILAN,AMALIA,PESOS,"3,100.00","120,00",,,,,Único
294000597,CINTA AMALIA MULTICOLOR 6MM XMT,906499,MERCERIA,CINTA,MILAN,AMALIA,PESOS,340.00,"120,00",,,,,Único
294000598,CINTA AMERICANA 3 TABLAS P CORTINA 50 MM XMT,906500,MERCERIA,CORTINA,MERCECOR,,PESOS,440.00,"120,00",,,,,Único
ME131007,CINTA AMERICANA 3 TABLAS P CORTINA 70 MM XMT,906500,MERCERIA,CORTINA,MERCECOR,,PESOS,600.00,"120,00",,,,,Único
294000599,CINTA ANGELITOS 25MM X10MT,906501,MERCERIA,CINTA,MILAN,,PESOS,"4,550.00","120,00",,1,10,,Único
294000600,CINTA ANGELITOS 25MM XMT,906502,MERCERIA,CINTA,MILAN,,PESOS,470.00,"120,00",,1,10,,Único
294000601,CINTA APOLO 20MM X10MT,906503,MERCERIA,CINTA,MILAN,,PESOS,"2,600.00","120,00",,,,,Único
294000602,CINTA APOLO 20MM XMT,906504,MERCERIA,CINTA,MILAN,,PESOS,265.65,"120,00",,,,,Único
294000603,CINTA ARCO IRIS YUTE 949 25MM X5MT,906505,MERCERIA,CINTA,,,PESOS,"4,958.80","120,00",,,,,Único
294000604,CINTA ARCO IRIS YUTE 949 25MM XMT,906506,MERCERIA,CINTA,,,PESOS,"1,012.00","120,00",,,,,Único
294000605,CINTA ARCOBALENO 15MM X10MT,906507,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,"3,700.00","120,00",,,,,Único
294000606,CINTA ARCOBALENO 15MM XMT,906508,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,400.00,"120,00",,,,,Único
294000607,CINTA AURORA 6MM X10MT,906509,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,"3,090.00","120,00",,,,,Único
294000608,CINTA AURORA 6MM XMT,906510,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,330.00,"120,00",,,,,Único
294000609,CINTA BABY GROSS 10MM X50MT,906511,MERCERIA,CINTA GROSS,MILAN,CORDON DE ORO,PESOS,"4,285.00","120,00",,,,,Único
294000610,CINTA BABY GROSS 10MM XMT,906512,MERCERIA,CINTA GROSS,MILAN,CORDON DE ORO,PESOS,100.00,"120,00",,,,,Único
294000611,CINTA BABY GROSS ESTAMPADO 10MM X20MT,906513,MERCERIA,CINTA GROSS,MILAN,CORDON DE ORO,PESOS,"5,250.00","120,00",,1,20,,Único
294000612,CINTA BABY GROSS ESTAMPADO 10MM XMT,906514,MERCERIA,CINTA GROSS,MILAN,CORDON DE ORO,PESOS,290.00,"120,00",,1,20,,Único
294000613,CINTA BABY GROSS LUREX 10MM X20MT,906515,MERCERIA,CINTA GROSS,MILAN,CORDON DE ORO,PESOS,"2,680.00","120,00",,,,,Único
294000614,CINTA BABY GROSS LUREX 10MM XMT,906516,MERCERIA,CINTA GROSS,MILAN,CORDON DE ORO,PESOS,150.00,"120,00",,,,,Único
294000617,CINTA BABY MOON 15MM X10MT,906519,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,"5,225.00","120,00",,,,,Único
294000618,CINTA BABY MOON 15MM XMT,906520,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,550.00,"120,00",,,,,Único
294000619,CINTA BABY SHOWER X10MT,906521,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,"3,950.00","120,00",,,,,Único
294000620,CINTA BABY SHOWER XMT,906522,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,410.00,"120,00",,,,,Único
294000633,CINTA BANDERA ARGENTINA Nº01 6MM X10MT,906543,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"1,170.00","120,00",,1,10,,Único
294000634,CINTA BANDERA ARGENTINA Nº01 6MM XMT,906544,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,131.00,"120,00",,1,10,,Único
294000635,CINTA BANDERA ARGENTINA Nº02 10MM X10MT,906545,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"1,365.00","120,00",,1,10,,Único
294000636,CINTA BANDERA ARGENTINA Nº02 10MM XMT,906546,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,150.00,"120,00",,1,10,,Único
294000637,CINTA BANDERA ARGENTINA Nº03 15MM X10MT,906547,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"1,510.00","120,00",,1,10,,Único
294000638,CINTA BANDERA ARGENTINA Nº03 15MM XMT,906548,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,165.00,"120,00",,1,10,,Único
294000639,CINTA BANDERA ARGENTINA Nº05 25MM X10MT,906549,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"1,725.00","120,00",,1,10,,Único
294000640,CINTA BANDERA ARGENTINA Nº05 25MM XMT,906550,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,185.00,"120,00",,1,10,,Único
294000641,CINTA BANDERA ARGENTINA Nº09 40MM X10MT,906551,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"2,465.00","120,00",,1,10,,Único
294000642,CINTA BANDERA ARGENTINA Nº09 40MM XMT,906552,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,255.00,"120,00",,1,10,,Único
294000643,CINTA BANDERA ARGENTINA Nº12 50MM X10MT,906553,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"2,940.00","120,00",,1,10,,Único
294000644,CINTA BANDERA ARGENTINA Nº12 50MM XMT,906554,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,305.00,"120,00",,1,10,,Único
294000645,CINTA BANDERA ARGENTINA Nº22 70MM X10MT,906555,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"5,460.00","120,00",,1,10,,Único
294000646,CINTA BANDERA ARGENTINA Nº22 70MM XMT,906556,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,570.00,"120,00",,1,10,,Único
294000647,CINTA BANDERA ARGENTINA Nº60 80MM X10MT,906557,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"6,650.00","120,00",,1,10,,Único
294000648,CINTA BANDERA ARGENTINA Nº60 80MM XMT,906558,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,675.00,"120,00",,1,10,,Único
294000649,CINTA BANDERA ARGENTINA Nº80 1000MM X10MT,906559,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"8,475.00","120,00",,1,10,,Único
294000650,CINTA BANDERA ARGENTINA Nº80 1000MM XMT,906560,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,895.00,"120,00",,1,10,,Único
294000621,CINTA BANDERA CBA Nº3 X10MT,906523,MERCERIA,CINTA BANDERA CORDOBA,MILAN,CORDON DE ORO,PESOS,"2,900.00","120,00",,,,,Único
294000622,CINTA BANDERA CBA Nº3 XMT,906524,MERCERIA,CINTA BANDERA CORDOBA,MILAN,CORDON DE ORO,PESOS,315.00,"120,00",,,,,Único
294000623,CINTA BANDERA CBA Nº5 X10MT,906525,MERCERIA,CINTA BANDERA CORDOBA,MILAN,CORDON DE ORO,PESOS,"3,470.00","120,00",,,,,Único
294000624,CINTA BANDERA CBA Nº5 XMT,906526,MERCERIA,CINTA BANDERA CORDOBA,MILAN,CORDON DE ORO,PESOS,360.00,"120,00",,,,,Único
294000625,CINTA BANDERA CBA Nº9 X10MT,906527,MERCERIA,CINTA BANDERA CORDOBA,MILAN,CORDON DE ORO,PESOS,"5,165.00","120,00",,,,,Único
294000626,CINTA BANDERA CBA Nº9 XMT,906528,MERCERIA,CINTA BANDERA CORDOBA,MILAN,CORDON DE ORO,PESOS,540.00,"120,00",,,,,Único
ME123564,CINTA BANDERA CEREMONIA Nº2 10MM X 10M,909139,MERCERIA,CINTA CEREMONIAL,MILAN,CORDON DE ORO,PESOS,"2,090.00","120,00",,1,10,,Único
ME15337465,CINTA BANDERA CEREMONIA Nº2 10MM X METRO,909154,MERCERIA,CINTA CEREMONIAL,MILAN,CORDON DE ORO,PESOS,230.00,"120,00",,1,10,,Único
ME2655453,CINTA BANDERA CEREMONIA Nº22 70MM X 10M,909199,MERCERIA,CINTA CEREMONIAL,MILAN,CORDON DE ORO,PESOS,"7,105.00","120,00",,1,10,,Único
ME1552312,CINTA BANDERA CEREMONIA Nº22 70MM X METRO,909157,MERCERIA,CINTA CEREMONIAL,MILAN,CORDON DE ORO,PESOS,750.00,"120,00",,1,10,,Único
ME21545,CINTA BANDERA CEREMONIA Nº5 25MM X 10M,909177,MERCERIA,CINTA CEREMONIAL,MILAN,CORDON DE ORO,PESOS,"2,995.00","120,00",,1,10,,Único
ME1263456,CINTA BANDERA CEREMONIA Nº5 25MM X METRO,909144,MERCERIA,CINTA CEREMONIAL,MILAN,CORDON DE ORO,PESOS,340.00,"120,00",,1,10,,Único
294000627,CINTA BANDERA COOPERATIVA Nº3 X10MT,906529,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"2,900.00","120,00",,,,,Único
294000628,CINTA BANDERA COOPERATIVA Nº3 XMT,906530,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,315.00,"120,00",,,,,Único
294000629,CINTA BANDERA COOPERATIVA Nº5 X10MT,906531,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"3,470.00","120,00",,,,,Único
294000630,CINTA BANDERA COOPERATIVA Nº5 XMT,906532,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,385.00,"120,00",,,,,Único
294000631,CINTA BANDERA COOPERATIVA Nº9 X10MT,906533,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,"5,165.00","120,00",,,,,Único
294000632,CINTA BANDERA COOPERATIVA Nº9 XMT,906534,MERCERIA,CINTA BANDERA,MILAN,CORDON DE ORO,PESOS,550.00,"120,00",,,,,Único
2940006323,CINTA BANDERAS EXTRANJERAS N°3 X 10MTS,906537,MERCERIA,CINTA BANDERA,MERCECOR,CORDON DE ORO,PESOS,"2,260.00","120,00",,,,,Único
2940006324,CINTA BANDERAS EXTRANJERAS N°3 X MT,906538,MERCERIA,CINTA BANDERA,MERCECOR,CORDON DE ORO,PESOS,250.00,"120,00",,,,,Único
2940006325,CINTA BANDERAS EXTRANJERAS N°5 X 10MTS,906539,MERCERIA,CINTA BANDERA,MERCECOR,CORDON DE ORO,PESOS,"2,665.00","120,00",,,,,Único
2940006326,CINTA BANDERAS EXTRANJERAS N°5 X MT,906540,MERCERIA,CINTA BANDERA,MERCECOR,CORDON DE ORO,PESOS,290.00,"120,00",,,,,Único
2940006327,CINTA BANDERAS EXTRANJERAS N°9 X 10MTS,906541,MERCERIA,CINTA BANDERA,MERCECOR,CORDON DE ORO,PESOS,"3,830.00","120,00",,,,,Único
2940006328,CINTA BANDERAS EXTRANJERAS N°9 X MT,906542,MERCERIA,CINTA BANDERA,MERCECOR,CORDON DE ORO,PESOS,315.00,"120,00",,,,,Único
2940006321,CINTA BANDERAS EXTRANJERAS N°2 X 10M,906535,MERCERIA,CINTA BANDERA,MERCECOR,CORDON DE ORO,PESOS,"2,132.00","120,00",,,,,Único
2940006322,CINTA BANDERAS EXTRANJERAS N°2 X MT,906536,MERCERIA,CINTA BANDERA,MERCECOR,CORDON DE ORO,PESOS,230.00,"120,00",,,,,Único
294000653,CINTA BARCELONA 40MM X10MT,906563,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,"2,095.00","120,00",,,,,Único
294000654,CINTA BARCELONA 40MM XMT,906564,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,230.00,"120,00",,,,,Único
294000657,CINTA BIES 13MM X25MT,906567,MERCERIA,CINTA BIES,MILAN,BROOKLYN,PESOS,"2,870.00","120,00",,1,25,,Único
294000658,CINTA BIES 13MM XMT,906568,MERCERIA,CINTA BIES,MILAN,BROOKLYN,PESOS,132.02,"120,00",,1,25,,Único
294000659,CINTA BIES 20MM X25MT,906569,MERCERIA,CINTA BIES,MILAN,BROOKLYN,PESOS,"3,900.00","120,00",,1,25,,Único
294000660,CINTA BIES 20MM XMT,906570,MERCERIA,CINTA BIES,MILAN,BROOKLYN,PESOS,179.40,"120,00",,1,25,,Único
ME360,CINTA BIES ANCHO 30 MM,909209,MERCERIA,CINTA BIES,,BROOKLYN,PESOS,220.00,"120,00",,,,,Único
294000661,CINTA BIES FANTASIA 20MM X25MT,906571,MERCERIA,CINTA BIES,MILAN,BROOKLYN,PESOS,"7,280.00","120,00",,1,25,,Único
294000662,CINTA BIES FANTASIA 20MM XMT,906572,MERCERIA,CINTA BIES,MILAN,BROOKLYN,PESOS,340.00,"120,00",,1,25,,Único
294000663,CINTA BIES LUREX 20MM X25MT,906573,MERCERIA,CINTA BIES,MILAN,BROOKLYN,PESOS,"10,510.00","120,00",,1,25,,Único
294000664,CINTA BIES LUREX 20MM XMT,906574,MERCERIA,CINTA BIES,MILAN,BROOKLYN,PESOS,450.00,"120,00",,1,25,,Único
294000665,CINTA BIES RASO 20MM X25MT,906575,MERCERIA,CINTA BIES,MILAN,BROOKLYN,PESOS,"10,450.00","120,00",,1,25,,Único
294000666,CINTA BIES RASO 20MM XMT,906576,MERCERIA,CINTA BIES,MILAN,BROOKLYN,PESOS,480.70,"120,00",,1,25,,Único
294000667,CINTA BIG DREAM 25MM X10MT,906577,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,"4,500.00","120,00",,,,,Único
294000668,CINTA BIG DREAM 25MM XMT,906578,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,480.00,"120,00",,,,,Único
294000669,CINTA BIRTHDAY 10MM X10MT,906579,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,"3,800.00","120,00",,,,,Único
294000670,CINTA BIRTHDAY 10MM XMT,906580,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,400.00,"120,00",,,,,Único
294000671,CINTA BOSQUE 25MM X10MT,906581,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,"4,500.00","120,00",,,,,Único
294000672,CINTA BOSQUE 25MM XMT,906582,MERCERIA,CINTA,MILAN,CORDON DE ORO,PESOS,470.00,"120,00",,,,,Único
