Codigo,Producto,Cod Barra,Rubro,Sub Rubro,Proveedor,Marca,Moneda,Costo,Porc. Utilidad,,,
JUG32356,DIDACTICO ABEJA CON LUZ Y SONIDO DIGO WD3622,4897065711813,JUGUETERIA,DIDACTICO,,,PESOS,"9,805.00","120,00",,,
JUG304545,DIDACTICO CON LUZ Y SONIDO GUSANITO WD3623 / MARIPOSA WD3621,4897065711806,JUGUETERIA,DIDACTICOS,,,PESOS,"9,730.00","120,00",,,
JUG318990,DIDACTICO TELEFONO CON LUZ Y SONIDO WD3641,4897065711943,JUGUETERIA,DIDACTICOS,,,PESOS,"9,350.00","120,00",,,
JUG0002557,CAMION BOMBERO DURAVIT 650 ,908492,JUGUETERIA,DIDACTICO,REX,DURAVIT,PESOS,"7,763.00","120,00",,,
JUG307429,DIDACTICO MONITO CON SONIDO 740672 HM60027,908599,JUGUETERIA,DIDACTICO,,,PESOS,"5,640.00","120,00",,,
JUG340067,DIDACTICO MUSICAL SD22704Z,908635,JUGUETERIA,DIDACTICOS,,,PESOS,"9,740.00","120,00",,,
JUG396909,DIDACTICO MUSICAL SD24721,908650,JUGUETERIA,DIDACTICO,,,PESOS,"8,740.00","120,00",,,
JUG65256,DIDACTICO NEW PLAST LABERINTO 3D 20191,7798025251998,JUGUETERIA,DIDACTICO,,,PESOS,"8,900.00","120,00",,,
J0000000000182,DINOSAURIO A CUERDA SD21497,908375,JUGUETERIA,DIDACTICO,,,PESOS,"3,000.00","120,00",,,
JUG0366,AUTO SUV TRAKER 4X4,7798172021604,JUGUETERIA,AUTO,,,PESOS,"3,890.00","120,00",,,
JUG7544,DINOSAURIOS LUMINOSOS DINOSAUR WS004,908816,JUGUETERIA,DINOSAURIOS,,,PESOS,"2,500.00","120,00",,,
JUG48789,DINOSAURIOS X4 UNIDADES DINOSAURS BA-10714,908706,JUGUETERIA,DINOSAURIOS,,,PESOS,"3,500.00","120,00",,,
JUG897,DINOSAURIOS X6 UNIDADES DINOSAURS GRANDES NO.028,908850,JUGUETERIA,DINOSAURIOS,,,PESOS,"6,200.00","120,00",,,
JUG418,,908662,JUGUETERIA,DEPORTES,,,PESOS,970.00,"120,00",,,
JUG54744,DOMINO ANIMALES YUYU 337,7798114533370,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"2,850.00","120,00",,,
J0000000000063,DOMINO DE MADERA 28 PIEZAS,908266,JUGUETERIA,JUEGOS DE MESA,,SIN MARCA,PESOS,"1,600.00","120,00",,,
J0000000000057,DOMINO EN ESTUCHE DE PLASTICO NS352754,908261,JUGUETERIA,JUEGOS DE MESA,,DOMINOES,PESOS,"4,380.00","120,00",,,
JUG25412,DOMINO GRANJA ART. 227,908578,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"1,120.00","120,00",,,
JUG351120,DR LOKUS SLIME ART 1-270,908636,JUGUETERIA,SLIME,,,PESOS,"1,660.00","120,00",,,
JUG603,DURAVIT ANIMALES SET DEL CAMPO CABALLOS Y VACAS 630,908787,JUGUETERIA,ANIMALES,REX,DURAVIT,PESOS,"2,609.00","120,00",,,
J0000000000133,DURAVIT AUTO CARRERA / CAMIONETA / AUTO / VOLCADOR ,908335,JUGUETERIA,VEHICULOS,REX,DURAVIT,PESOS,"2,600.00","120,00",,,
JUG76554,DURAVIT AUTO CHICO X UNIDAD MINI AUTO,908821,JUGUETERIA,VEHICULOS,REX,DURAVIT,PESOS,740.00,"120,00",,,
JUG319058,DURAVIT DIDACTICO PRIMERA INFANCIA AROS DE COLOR MORDILLO 628,7792435006285,JUGUETERIA,DIDACTICOS,REX,DURAVIT,PESOS,"1,852.00","120,00",,,
JUG5668,DURAVIT DIDACTICO PRIMERA INFANCIA BALDE CON ENCASTRE PRIMERAS FORMAS 656,7792435006568,JUGUETERIA,DIDACTICOS,REX,DURAVIT,PESOS,"5,800.50","120,00",,,
JUG45666,DURAVIT DIDACTICO PRIMERA INFANCIA BALDE PRIMEROS NUMEROS 659,7792435006599,JUGUETERIA,DIDACTICOS,REX,DURAVIT,PESOS,"5,800.50","120,00",,,
JUG1212345,DURAVIT DIDACTICO PRIMERA INFANCIA GIRABOLA 676,908527,JUGUETERIA,DIDACTICOS,REX,DURAVIT,PESOS,"5,425.00","120,00",,,
JUG306060,DURAVIT DIDACTICO PRIMERA INFANCIA MORDILLO LLAVES EN CAJA 670,908591,JUGUETERIA,DIDACTICOS,REX,DURAVIT,PESOS,"1,600.00","120,00",,,
JUG54878,DURAVIT DIDACTICO PRIMERA INFANCIA SET DE REGALO 3 EN 1 667,908761,JUGUETERIA,DIDACTICOS,REX,DURAVIT,PESOS,"12,745.00","120,00",,,
JUG903168,DURAVIT DURA MASA 713,908854,JUGUETERIA,MASA,REX,DURAVIT,PESOS,"7,060.00","120,00",,,
294001384,DURAVIT MASA AMIGUITOS EN LA SELVA 721 / AMIGUITOS EN LA GRANJA 722,907316,JUGUETERIA,MASA,REX,DURAVIT,PESOS,"6,250.00","120,00",,,
JUG7660,DURAVIT MASA DURAMASA KITCHEN 729,908822,JUGUETERIA,MASA,REX,DURAVIT,PESOS,"6,132.00","120,00",,,
JUG54456,DURAVIT MASA DURAMASA X 10 UNIDADES 709,7792435007091,JUGUETERIA,MASA,REX,DURAVIT,PESOS,"6,840.00","120,00",,,
8679546,DURAVIT MASA DURAMASA X 2 UNIDADES 705,7792435007053,JUGUETERIA,MASA,REX,DURAVIT,PESOS,"2,911.00","120,00",,,
JUG6520000,DURAVIT MASA DURAMASA X 4 UNIDADES 706,7792435007060,JUGUETERIA,MASA,REX,DURAVIT,PESOS,"5,476.00","120,00",,,
JUG322139,DURAVIT MASA DURAMASA POTE X 1 704,908628,JUGUETERIA,MASA,REX,DURAVIT,PESOS,"1,500.00","120,00",,,
J0000000000166,DURAVIT SET X 2 POLICIA / BOMBERO / AMBULANCIA / EXCAVADORA / PALA,908359,JUGUETERIA,VEHICULOS,REX,DURAVIT,PESOS,"5,940.00","120,00",,,
J0000000000144,ENCASTRE CON MARTILLO EN RED,908345,JUGUETERIA,DIDACTICOS,,SIN MARCA,PESOS,"1,520.00","120,00",,,
JUG3546,ENCASTRE HEXAGONO DIDACTICO 432 14*11,7798121288188,JUGUETERIA,DIDACTICO,,,PESOS,"2,800.00","120,00",,,
JUG40000,ENCASTRE NEW PLAST MEDIO BOLON DIDACTICO 20129,7798025250380,JUGUETERIA,DIDACTICO,,,PESOS,"2,500.00","120,00",,,
J0000000000146,DURAVIT DIDACTICO PRIMERA INFANCIA PELOTA CON CASCABEL 669,7792435006698,JUGUETERIA,DIDACTICOS,REX,DURAVIT,PESOS,"3,100.00","120,00",,,
J0000000000090,ESPADA 2962,908292,JUGUETERIA,ARMAS,,ATHAND,PESOS,800.00,"120,00",,,
JUG1224121,ESPADA CON LUZ Y SONIDO SWORD 80026 14*11,5022849362168,JUGUETERIA,ARMAS,,,PESOS,"2,900.00","120,00",,,
JUG87920,ESPADA LANZA TAZO CON LUZ Y SONIDO HM952692,5022849526928,JUGUETERIA,ARMAS,,,PESOS,"2,580.00","120,00",,,
J0000000000004,ESQUIZIONARY NUPRO,908211,JUGUETERIA,JUEGOS DE MESA,,NUPRO,PESOS,"10,720.00","120,00",,,
J0000000000002,ESTANCIERO TOYCO,908209,JUGUETERIA,JUEGOS DE MESA,,TOYCO,PESOS,"8,000.00","120,00",,,
JUG877000,ESTRELLAS FLUORESCENTES LUMINOSAS 13PZAS HM863171,908838,JUGUETERIA,ADORNO,,,PESOS,"1,200.00","120,00",,,
JUG8547,ESTRELLAS NEON FLUORESCENTE LUMINOSAS HM323158,908835,JUGUETERIA,ADORNO,,,PESOS,"1,400.00","120,00",,,
JUG65687,EVA PUPY PLAY ABECEDARIO PLANCHA 32312,908800,JUGUETERIA,DIDACTICO,,,PESOS,"1,600.00","120,00",,,
JUG54558,FIGURA ACCION SUPERHEROE 23CM IRON MAN / THOR 70002 14*11,908737,JUGUETERIA,FIGURA,,,PESOS,"5,232.00","120,00",,,
9780201379648,FLAUTA MELODICA CON ORGANO FD7100 FIRST BAND,908546,JUGUETERIA,INSTRUMENTOS,,,PESOS,"4,501.00","120,00",,,
JUG103823,FLOTA FLOTA,908511,JUGUETERIA,VERANO,,,PESOS,"1,200.00","120,00",2640,,
JUG306387,JUEGO DE AGUA ASTRONAUTA HM50098,5022840150504,JUGUETERIA,,,,PESOS,"1,460.00","120,00",,,
J0000000000170,FORTNITE EN BLISTER X2,908363,JUGUETERIA,MUÑECO,,SIN MARCA,PESOS,"3,040.00","120,00",,,
JUG23000,FRUTAS Y VERDURAS DURAVIT EN BOLSA 507,908569,JUGUETERIA,FRUTAS Y VERDURAS,REX,DURAVIT,PESOS,"2,831.00","120,00",,,
J0000000000218,FUNNY PIANO MUSICE 6806-28,908409,JUGUETERIA,INSTRUMENTOS,,,PESOS,"1,520.00","120,00",,,
J0000000000065,GENERALA BISONTE 1533,908268,JUGUETERIA,JUEGOS DE MESA,,BISONTE,PESOS,"3,221.00","120,00",,,
J0000000000066,GENERALA EN BOLSA,908269,JUGUETERIA,JUEGOS DE MESA,,SIN MARCA,PESOS,480.00,"120,00",,,
JUG410,GENERALA EN BOLSA CHICO 340059,908654,JUGUETERIA,JUEGOS DE MESA,,,PESOS,368.00,"120,00",,,
J0000000000064,GENERALA NUPRO,908267,JUGUETERIA,JUEGOS DE MESA,,NUPRO,PESOS,"4,447.00","120,00",,,
J0000000000067,GENERALA TIZI,908270,JUGUETERIA,JUEGOS DE MESA,,TIZI,PESOS,512.00,"120,00",,,
JU2136589,GIRLS PET A200577 18-42 9510,908478,JUGUETERIA,GIRLS,,,PESOS,"5,600.00","120,00",,,
REG786453,GORRO BESTWAY NATACION PILETA 26006,909621,JUGUETERIA,VERANO,,BESTWAY,PESOS,"3,780.00","120,00",,,
J0000000000007,GRANDES ESTRATEGAS SAN REMO 75202,5752020000007,JUGUETERIA,JUEGOS DE MESA,,SAN REMO,PESOS,"2,150.00","120,00",,,
JUG58780,GUITARRA MADERA CH CHICA 42CM 1318 / 1001,908782,JUGUETERIA,INSTRUMENTOS,,,PESOS,"8,900.00","120,00",,,
J0000000000103,GUITARRA MADERA GDE GRANDE 65CM 1320 / 100320,908305,JUGUETERIA,INSTRUMENTOS,,,PESOS,"7,415.00","120,00",,,
J0000000000001,HACENDADO MAGIKA 4554 JK-4554,7798130320671,JUGUETERIA,JUEGOS DE MESA,,MAGIKA,PESOS,"6,890.00","120,00",,,
J0000000000216,HAPPY PHONE TELEFONO CELULAR CON SONIDO EN BLISTER,WD3711,JUGUETERIA,CELULAR,,,PESOS,"4,500.00","120,00",,,
J0000000000212,HELICOPTERO BABY TOYS 60591,908403,JUGUETERIA,VEHICULOS,,,PESOS,"1,250.00","120,00",,,
J0000000000204,HELICOPTERO BURBUJA X2 NT1136 14*11,908395,JUGUETERIA,VEHICULOS,,,PESOS,"5,520.00","120,00",,,
7450077124421,HELICOPTERO CON LANZADOR HELICOPTER 52146 61333,908746,JUGUETERIA,VEHICULOS,,,PESOS,"1,500.00","120,00",,,
J0000000000123,HELICOPTERO NT1136,908325,JUGUETERIA,VEHICULOS,,NTCA,PESOS,"2,080.00","120,00",,,
JUG7633,HOT WHEELS ORIGINAL,908819,JUGUETERIA,VEHICULOS,REX,,PESOS,"6,400.00","120,00",,,
RE545646,HULA HULA CHICO,909528,JUGUETERIA,HULA,,,PESOS,330.00,"120,00",,,
RE4686879,HULA HULA GRANDE,909526,JUGUETERIA,HULA,,,PESOS,"1,042.00","120,00",,,
JUG4878,ICE CREAM SWEET MEATS JUEGO DE COCINA SD21547Z,908705,JUGUETERIA,JUEGO DE COCINA,,,PESOS,"3,360.00","120,00",,,
J0000000000083,JEWELRY BOX PARA PINTAR,908285,JUGUETERIA,JEWELRY,,CHAMPION,PESOS,"1,760.00","120,00",,,
J0000000000187,JEWELRY FASHION SET 1618 D,908379,JUGUETERIA,JEWELRY,,,PESOS,"1,760.00","120,00",,,
JUG303326,JUEGO DE PLAYA DURAVIT 532 CANASTA,908585,JUGUETERIA,VERANO,REX,DURAVIT,PESOS,"5,710.90",120.00,,,
JUG7841,JUEGO DE AGUA AUSTRONAUTA HM50078 - HM50133,908825,JUGUETERIA,JUEGO DE AGUA,,,PESOS,"1,900.00","120,00",,,
JU4604,JUEGO DE AGUA CELULAR EN BOLSA 51291 / HELADO HM50009,908481,JUGUETERIA,JUEGO DE AGUA,,,PESOS,"1,350.00","120,00",,,
J0000000000085,JUEGO DE AGUA UNICORNIO HM50080,908287,JUGUETERIA,JUEGO DE AGUA,,DURAVIT,PESOS,"1,800.00","120,00",,,
JUG4574,JUEGO DE AJEDREZ MESA YUYU ECONOMICO 112 306187,7798114531123,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"2,550.00","120,00",,,
JUG555,JUEGO DE AROS COCODRILO 51242 62116,7450077098135,JUGUETERIA,DIDACTICO,,,PESOS,"2,350.00","120,00",,,
JUG4444,JUEGO DE AROS PATO 51381,908668,JUGUETERIA,DIDACTICO,,,PESOS,"2,350.00","120,00",,,
JUG301217, CARTAS ESPAÑOLAS INFANTILES ARVAL,908583,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"1,136.36","120,00",,,
JUG1100,KITCHEN SET BA-02059 02059,908516,JUGUETERIA,JUEGO DE COCINA,,,PESOS,"1,900.00","120,00",,,
J0000000000030,JUEGO DE DAMAS MAGIKA,908237,JUGUETERIA,JUEGOS DE MESA,,MAGIKA,PESOS,"1,088.00","120,00",,2393.6,
J0000000000032,JUEGO DE DAMAS NUPRO 1023,7798108220255,JUGUETERIA,JUEGOS DE MESA,,NUPRO,PESOS,"7,127.00","120,00",,,
J0000000000037,JUEGO DE DAMAS Y/O AJEDREZ HABANO,908244,JUGUETERIA,JUEGOS DE MESA,,HABANO,PESOS,"8,730.00","120,00",,,
J0000000000031,JUEGO DE DAMAS YUYU,908238,JUGUETERIA,JUEGOS DE MESA,,YUYU,PESOS,"1,360.00","120,00",,,
JUG4102,JUEGO DE HERRAMIENTAS DURAVIT MIS HERRAMIENTAS 410,7792435004106,JUGUETERIA,JUEGO DE HERRAMIENTAS,REX,DURAVIT,PESOS,"4,100.00","120,00",9020,,
JUG852,JUEGO DE HERRAMIENTAS DURAVIT CASCO Y HERRAMIENTAS 413,7792435004137,JUGUETERIA,JUEGO DE HERRAMIENTAS,REX,DURAVIT,PESOS,"4,464.00","120,00",,,
JUG879,JUEGO DE HERRAMIENTAS PLAY TOOL BL MKL551192,908843,JUGUETERIA,JUEGO DE HERRAMIENTAS,,,PESOS,"4,200.00","120,00",,,
JUG4578,JUEGO DE HERRAMIENTAS TOOL 53263,908697,JUGUETERIA,JUEGO DE HERRAMIENTAS,,,PESOS,"2,160.00","120,00",,,
JUG20004,JUEGO DE INGENIO UNO SOLO RUIBAL ART. 1240,7794635012400,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"5,120.50","120,00",,,
JUG6565200,JUEGO DE JOCKEY 311504,908797,JUGUETERIA,DEPORTES,,,PESOS,"6,336.00","120,00",,,
J0000000000062,JUEGO DE LA OCA EN BOLSA,908265,JUGUETERIA,JUEGOS DE MESA,,SIN MARCA,PESOS,"1,000.00","120,00",,,
J0000000000027,JUEGO DE LA OCA NUPRO 1021,908234,JUGUETERIA,JUEGOS DE MESA,,NUPRO,PESOS,"10,452.00","120,00",,,
J0000000000028,JUEGO DE LA OCA YUYU,7798114531437,JUGUETERIA,JUEGOS DE MESA,,YUYU,PESOS,"3,940.00","120,00",,,
JUG85200,JUEGO DE LUDO YUYU ART. 142,7798114531420,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"3,940.00","120,00",,,
5022848978759,CARRERA DE MENTE RUIBAL ,7794635041103,JUGUETERIA,JUEGO DE MESA,,RUIBAL,PESOS,"33,250.00","120,00",,,
JUG549844,JUEGO DE MATE CON PAVA ELECTRICA Y BANDEJA RIVA 104,908765,JUGUETERIA,JUEGO DE MATE,,,PESOS,"4,700.00","120,00",,,
JUG98785522, JUEGO DE MATE DURAVIT CON PAVA 618,908861,JUGUETERIA,JUEGO DE MATE,REX,DURAVIT,PESOS,"4,150.00","120,00",,,
JUG1202,JUEGO DE MATE PETIT GOURMET CON PAVA N126,7790568001269,JUGUETERIA,JUEGO DE MATE,,,PESOS,"4,590.00","120,00",,,
JUG41200,JUEGO DE MESA AJEDREZ JK-4001 LINEA PLUS MAGIKA,7798130320220,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"4,030.00","120,00",,,
JUG121300,JUEGO DE MESA CHANCHO - TUTI FRUTI TOTOGAMES,7798261820033,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"6,690.00","120,00",,,
JUG45200,JUEGO DE MESA CONQUISTA DEL MUNDO TOTOGAMES,7798261820224,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"19,500.00","120,00",,,
JUG313407,JUEGO DE MESA CRUZANDO PALABRAS,908611,JUGUETERIA,JUEGOS DE MESA,,YUYU,PESOS,"4,960.00","120,00",,,
JUG56500,JUEGO DE MESA LUDO MATIC 163962,908771,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"4,192.00","120,00",,,
JUG2025,JUEGO DE MESA MAGIKA OCA JK-4004 / LUDO JK-4003,908557,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"1,600.00","120,00",,,
JUG54800,JUEGO DE MESA MANDA FRUTA TOTO GAMES 2031,7798261820316,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"9,900.00","120,00",,,
JUG450000,JUEGO DE MESA MEMO 36 FICHAS 18 PARES 4002 DONAS - FRUTAS - ANIMALITOS - TRANSPORTES,7798336835108,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"4,430.00","120,00",,,
JUG544000,JUEGO DE MESA NUPRO BURAKO COUNTRY 1621,908723,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"12,560.00","120,00",,,
JUG78872,JUEGO DE MESA PALABRAS CRUZADAS TOTOGAMES,7798261820095,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"16,500.00","120,00",,,
JUG306273,JUEGO DE MESA RUIBAL 4 EN LINEA 1260,7794635012608,JUGUETERIA,JUEGOS DE MESA,,RUIBAL,PESOS,"8,500.00","120,00",,,
J0000000000047,JUEGO DE MESA TOTOGAMES RUMMY Y BURAKO,908253,JUGUETERIA,JUEGOS DE MESA,,SIN MARCA,PESOS,"6,890.00","120,00",,,
JUG60146,JUEGO DE MESA DOMINO ANIMALES UNIESCO 4051,7791155896169,JUGUETERIA,JUEGOS DE MESA,,UNIESCO,PESOS,"6,000.00","120,00",,,
JUG20002,JUEGO DE PARQUE SOUP TOYS SD22603,908552,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"3,088.00","120,00",,,
JUG0078,JUEGO DE PESCA FISHING CHICO 50990,908501,JUGUETERIA,JUEGOS DE MESA,,,PESOS,888.00,"120,00",,,
J0000000000134,*,7450077067544,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"11,380.00","120,00",,,
JUG54001,JUEGO DE PESCA PESCAMAGIC 8249 601-0008,908715,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"8,823.00","120,00",,,
JUG2565,PESCA MAGIC PILA FISHING HM40288,5022840092682,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"7,821.00","120,00",,,
JUG324546,JUEGO DE PLAYA ART. 413 CHICHESS PALA - RASTRILLO - 2 MOLDES,908634,JUGUETERIA,VERANO,REX,CHICHESS,PESOS,"2,676.00","120,00",,,
JUG112200,JUEGO DE PLAYA BALDE CASTILLO CHICHESS 370,908521,JUGUETERIA,VERANO,REX,CHICHESS,PESOS,"1,715.00","120,00",,,
JUG1544000,JUEGO DE PLAYA CHICHESS 410 PALA Y RASTRILLO CHICOS,908542,JUGUETERIA,VERANO,REX,CHICHESS,PESOS,873.00,"120,00",,,
JUG454754,JUEGO DE PLAYA CHICHESS ART 414 4 MOLDES,908684,JUGUETERIA,VERANO,REX,CHICHESS,PESOS,"1,365.00","120,00",,,
JUG54466,JUEGO DE PLAYA CHICHESS ART 416 4 MOLDES - PALA - RASTRILLO,908729,JUGUETERIA,VERANO,REX,CHICHESS,PESOS,"2,194.00","120,00",,,
JUG491610,JUEGO DE PLAYA DURAVIT 520 PALA - RASTRILLO - COLADOR,908708,JUGUETERIA,VERANO,REX,DURAVIT,PESOS,950.00,120.00,,,
JUG310243,JUEGO DE PLAYA DURAVIT 524 BARCO CON ACCESORIOS,908602,JUGUETERIA,VERANO,REX,DURAVIT,PESOS,"8,758.50",120.00,,,
JUG70328,JUEGO DE PLAYA DURAVIT 527 BALDE CON ACCESORIOS Y CASTILLOS,908808,JUGUETERIA,VERANO,REX,DURAVIT,PESOS,"9,636.90",120.00,,,
JUG545433,JUEGO DE PLAYA DURAVIT 537 BALDE MOLINO CON ACCESORIOS,908735,JUGUETERIA,VERANO,REX,DURAVIT,PESOS,"5,500.00",120.00,,,
JUG32454533,KIT PARRILLA BARBACOA 137 IRV,7798172022021,JUGUETERIA,JUEGO DE TE,,,PESOS,"5,910.00","120,00",,,
7792435005011,JUEGO DE TE DURAVIT 501 MI COCINA BALDE 25 PIEZAS,7792435005011,JUGUETERIA,JUEGO DE TE,REX,DURAVIT,PESOS,"5,718.00","120,00",,,
JUG000548578,JUEGO DE TE DURAVIT 500 MI COCINA CON BANDEJA,7792435005004,JUGUETERIA,JUEGO DE TE,REX,DURAVIT,PESOS,"5,738.00","120,00",,,
J0000000000109,SET COCINA IRV C/BANDEJA CANDY BAR 0269,7798172022342,JUGUETERIA,JUEGO DE TE,,,PESOS,"5,850.00","120,00",,,
JUG751,JUEGO DE TE PRINCESAS EN BOLSA DISNEY PRINCESS,138055651547,JUGUETERIA,JUEGO DE TE,,,PESOS,"1,040.00","120,00",,,
JUG985412,*,908859,JUGUETERIA,JUEGO DE TE,,,PESOS,0.00,"120,00",,,
JUG445555,JUEGO MESA TOTOGAMES JUGANDO APRENDO / MEMOTEST,908670,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"3,900.00","120,00",,,
J0000000000238,JUEGO PALETAS PING PONG SHEN LI 2038,908429,JUGUETERIA,DEPORTES,,,PESOS,"4,700.00","120,00",,10340,
J0000000000052,JUEGOS DE MESA BONTUS DIBUJALO 611,7798155606118,JUGUETERIA,JUEGOS DE MESA,REX,BONTUS,PESOS,"3,030.00","120,00",,,
J0000000000053,JUEGOS DE MESA BONTUS VS MODELOS,908257,JUGUETERIA,JUEGOS DE MESA,REX,BONTUS,PESOS,"2,161.50","120,00",,,
JUG523717,JUEGOS PARA BUCEO X 3 CALAMARES 26031 / PECES 26029,908711,JUGUETERIA,VERANO,,,PESOS,"4,000.00","120,00",,,
201704,JUGUETE POP IT,905200,JUGUETERIA,DIDACTICO,,,PESOS,"6,200.00","120,00",,,
CC1452146,KALEIDOSCOPIO HM908410,908195,JUGUETERIA,KALEIDOSCOPIO,,,PESOS,540.00,"120,00",,,
JUG5342,KIT COCINA FAST FOOD 0208,7798172020942,JUGUETERIA,JUEGO DE COCINA,,,PESOS,"3,184.00","120,00",,7004.8,8055.52
JUG41000,KIT DE FRUTAS Y VERDURAS 0214,7798172021062,JUGUETERIA,FRUTAS Y VERDURAS,,,PESOS,"2,280.00","120,00",,5016,5768.4
JU43140,KIT HELADERIA IRV ART. 0216 ,7798172021116,JUGUETERIA,COMIDAS,,,PESOS,"2,880.00","120,00",,6336,7286.4
59002024222967,KIT MOSTACILLAS PULSERAS 2296,59002024222967,JUGUETERIA,ARMA JOYAS,,,PESOS,"6,400.00","120,00",,,
JUG54871,SET KITCHEN 18002,6922191075855,JUGUETERIA,JUEGO DE COCINA,,,PESOS,"2,880.00","120,00",,,
J0000000000055,LA SOLTERONA ARVAL,908259,JUGUETERIA,JUEGOS DE MESA,,ARVAL,PESOS,880.00,"120,00",,,
JUG70265,LANZA AGUA 8292,908806,JUGUETERIA,VERANO,,,PESOS,"2,200.00","120,00",,,
JUG70278,LANZA AGUA 8772,908807,JUGUETERIA,VERANO,,,PESOS,"3,800.00","120,00",,,
JUG306740,LANZA AGUA ANIMALES 8303 / 21117,908596,JUGUETERIA,VERANO,,,PESOS,"3,880.00","120,00",8536,,
JUG6565669,LANZA AGUA 48CM SD22235,908799,JUGUETERIA,VERANO,,,PESOS,1.00,"120,00",,,
JUG6565668,LANZA AGUA 32CM SD22234,908798,JUGUETERIA,VERANO,,,PESOS,1.00,"120,00",,,
JUG315109,LANZA AGUA 31CM  PISTOLA,908612,JUGUETERIA,VERANO,,,PESOS,1.00,"120,00",,,
J0000000000095,LANZA HELICE DISCO GRANDE SD25019Z,908297,JUGUETERIA,DEPORTES,,,PESOS,"4,100.00","120,00",,,
J0000000000022,LAS HORAS – YUYU 340,7798114533400,JUGUETERIA,DIDACTICOS,,YUYU,PESOS,"3,200.00","120,00",,,
J0000000000021,LAS PROFESIONES – YUYU 351,7798114533516,JUGUETERIA,DIDACTICOS,,YUYU,PESOS,"3,200.00","120,00",,,
JU7360,LEGO,908485,JUGUETERIA,LEGO,,,PESOS,"2,350.00","120,00",,,
2145712,LETRAS Y NUMEROS MAGNETIC IMAN CH. HM40072 52 PIEZAS,905546,JUGUETERIA,LETRAS MAGNETICAS,,,PESOS,"2,350.00","120,00",,,
2145714,LETRAS Y NUMEROS MAGNETIC IMAN GRANDE FD1128-06,905548,JUGUETERIA,LETRAS MAGNETICAS,,,PESOS,"2,800.00","120,00",,,
2145713,LETRAS Y NUMEROS MAGNETIC IMAN MEDIANO FD1128-16,905547,JUGUETERIA,LETRAS MAGNETICAS,,,PESOS,"2,050.00","120,00",,,
190500002131,LIBRITO C/SONIDO ANIMALES SELVA / GRANJA 9056,909670,JUGUETERIA,LIBRITO,,,PESOS,"13,177.00","120,00",,,
7792435006261,LOCOMOTORA DURAVIT PRIMERA INFANCIA ARRASTRE Y SONIDO 626,908709,JUGUETERIA,DIDACTICOS,REX,DURAVIT,PESOS,"5,190.00","120,00",,,
J0000000000137,LOL 9982 DH35038,908338,JUGUETERIA,MUÑECAS,,SIN MARCA,PESOS,960.00,"120,00",,,
1062851752025,LOOM BANDS,900435,JUGUETERIA,ARMA JOYAS,,,PESOS,"1,500.00","120,00",,,
J0000000000154,LOOM BANDS/ CRAZY BANDS,908355,JUGUETERIA,ARMA JOYAS,,SIN MARCA,PESOS,"1,200.00","120,00",,,
J0000000000012,LOS COLORES – ART 319 IMPLAS,7797756000806,JUGUETERIA,DIDACTICOS,,IMPLAS,PESOS,"10,200.00","120,00",,,
J0000000000020,LOS MESES – YUYU,7798114533387,JUGUETERIA,DIDACTICOS,,YUYU,PESOS,"3,800.00","120,00",,,
J0000000000061,LOTERIA BINGO CON FICHAS DE PLASTICO BASICO,908264,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"1,000.00","120,00",,,
J0000000000003,LOTERIA RUIBAL,908210,JUGUETERIA,JUEGOS DE MESA,,RUIBAL,PESOS,"3,600.00","120,00",,,
J0000000000025,LUDO MAGIKA,908232,JUGUETERIA,JUEGOS DE MESA,,MAGIKA,PESOS,"1,600.00","120,00",,,
J0000000000023,LUDO MATIC ORIGINAL TRISMA S.A.,908230,JUGUETERIA,JUEGOS DE MESA,,TRISMA,PESOS,"10,100.00","120,00",,,
J0000000000024,LUDO NUPRO 1021,908231,JUGUETERIA,JUEGOS DE MESA,,NUPRO,PESOS,"5,515.00","120,00",,,
JUG54000,MAMADERA MAGICA FEEDING BOTTLE CON ACCESORIOS AB-12056 - E02*24,908714,JUGUETERIA,BEBES,,,PESOS,"1,800.00","120,00",,,
J0000000000251,MAMADERA MAGICA X1 BABY DOLL - E02*24,908442,JUGUETERIA,BEBES,,,PESOS,"1,200.00","120,00",,,
